"Row_no" "Date" "Detrended_demand_GWh"
"7619" "1995-11-10" "884"
"7620" "1995-11-11" "874"
"7621" "1995-11-12" "874"
"7622" "1995-11-13" "863"
"7623" "1995-11-14" "886"
"7624" "1995-11-15" "882"
"7625" "1995-11-16" "908"
"7626" "1995-11-17" "929"
"7627" "1995-11-18" "931"
"7628" "1995-11-19" "931"
"7629" "1995-11-20" "933"
"7630" "1995-11-21" "943"
"7631" "1995-11-22" "926"
"7632" "1995-11-23" "930"
"7633" "1995-11-24" "905"
"7634" "1995-11-25" "908"
"7635" "1995-11-26" "908"
"7636" "1995-11-27" "911"
"7637" "1995-11-28" "932"
"7638" "1995-11-29" "925"
"7639" "1995-11-30" "949"
"7640" "1995-12-01" "932"
"7641" "1995-12-02" "935"
"7642" "1995-12-03" "935"
"7643" "1995-12-04" "939"
"7644" "1995-12-05" "993"
"7645" "1995-12-06" "1025"
"7646" "1995-12-07" "1028"
"7647" "1995-12-08" "999"
"7648" "1995-12-09" "1004"
"7649" "1995-12-10" "1004"
"7650" "1995-12-11" "1010"
"7651" "1995-12-12" "1021"
"7652" "1995-12-13" "1003"
"7653" "1995-12-14" "1015"
"7654" "1995-12-15" "1016"
"7655" "1995-12-16" "1003"
"7656" "1995-12-17" "1003"
"7657" "1995-12-18" "991"
"7658" "1995-12-19" "995"
"7659" "1995-12-20" "992"
"7660" "1995-12-21" "992"
"7661" "1995-12-22" "990"
"7662" "1995-12-23" "989"
"7663" "1995-12-24" "988"
"7664" "1995-12-25" "986"
"7665" "1995-12-26" "985"
"7666" "1995-12-27" "984"
"7667" "1995-12-28" "982"
"7668" "1995-12-29" "981"
"7669" "1995-12-30" "980"
"7670" "1995-12-31" "978"
"7671" "1996-01-01" "977"
"7672" "1996-01-02" "976"
"7673" "1996-01-03" "974"
"7674" "1996-01-04" "973"
"7675" "1996-01-05" "972"
"7676" "1996-01-06" "967"
"7677" "1996-01-07" "967"
"7678" "1996-01-08" "962"
"7679" "1996-01-09" "964"
"7680" "1996-01-10" "952"
"7681" "1996-01-11" "972"
"7682" "1996-01-12" "942"
"7683" "1996-01-13" "938"
"7684" "1996-01-14" "938"
"7685" "1996-01-15" "934"
"7686" "1996-01-16" "957"
"7687" "1996-01-17" "961"
"7688" "1996-01-18" "972"
"7689" "1996-01-19" "958"
"7690" "1996-01-20" "982"
"7691" "1996-01-21" "982"
"7692" "1996-01-22" "1006"
"7693" "1996-01-23" "1039"
"7694" "1996-01-24" "1048"
"7695" "1996-01-25" "1076"
"7696" "1996-01-26" "1079"
"7697" "1996-01-27" "1074"
"7698" "1996-01-28" "1074"
"7699" "1996-01-29" "1069"
"7700" "1996-01-30" "1066"
"7701" "1996-01-31" "1049"
"7702" "1996-02-01" "1053"
"7703" "1996-02-02" "1032"
"7704" "1996-02-03" "1037"
"7705" "1996-02-04" "1037"
"7706" "1996-02-05" "1042"
"7707" "1996-02-06" "1060"
"7708" "1996-02-07" "1058"
"7709" "1996-02-08" "1037"
"7710" "1996-02-09" "1024"
"7711" "1996-02-10" "1008"
"7712" "1996-02-11" "1008"
"7713" "1996-02-12" "992"
"7714" "1996-02-13" "1026"
"7715" "1996-02-14" "1016"
"7716" "1996-02-15" "1015"
"7717" "1996-02-16" "961"
"7718" "1996-02-17" "983"
"7719" "1996-02-18" "983"
"7720" "1996-02-19" "1005"
"7721" "1996-02-20" "1054"
"7722" "1996-02-21" "1043"
"7723" "1996-02-22" "1032"
"7724" "1996-02-23" "983"
"7725" "1996-02-24" "973"
"7726" "1996-02-25" "973"
"7727" "1996-02-26" "963"
"7728" "1996-02-27" "969"
"7729" "1996-02-28" "970"
"7731" "1996-03-01" "950"
"7732" "1996-03-02" "950"
"7733" "1996-03-03" "950"
"7734" "1996-03-04" "951"
"7735" "1996-03-05" "966"
"7736" "1996-03-06" "955"
"7737" "1996-03-07" "970"
"7738" "1996-03-08" "963"
"7739" "1996-03-09" "963"
"7740" "1996-03-10" "963"
"7741" "1996-03-11" "964"
"7742" "1996-03-12" "1013"
"7743" "1996-03-13" "1015"
"7744" "1996-03-14" "1011"
"7745" "1996-03-15" "972"
"7746" "1996-03-16" "960"
"7747" "1996-03-17" "960"
"7748" "1996-03-18" "949"
"7749" "1996-03-19" "972"
"7750" "1996-03-20" "986"
"7751" "1996-03-21" "980"
"7752" "1996-03-22" "948"
"7753" "1996-03-23" "943"
"7754" "1996-03-24" "943"
"7755" "1996-03-25" "938"
"7756" "1996-03-26" "972"
"7757" "1996-03-27" "952"
"7758" "1996-03-28" "954"
"7759" "1996-03-29" "920"
"7760" "1996-03-30" "915"
"7761" "1996-03-31" "915"
"7762" "1996-04-01" "898"
"7763" "1996-04-02" "891"
"7764" "1996-04-03" "884"
"7765" "1996-04-04" "878"
"7766" "1996-04-05" "871"
"7767" "1996-04-06" "864"
"7768" "1996-04-07" "858"
"7769" "1996-04-08" "851"
"7770" "1996-04-09" "844"
"7771" "1996-04-10" "837"
"7772" "1996-04-11" "831"
"7773" "1996-04-12" "860"
"7774" "1996-04-13" "848"
"7775" "1996-04-14" "848"
"7776" "1996-04-15" "837"
"7777" "1996-04-16" "836"
"7778" "1996-04-17" "827"
"7779" "1996-04-18" "841"
"7780" "1996-04-19" "811"
"7781" "1996-04-20" "805"
"7782" "1996-04-21" "805"
"7783" "1996-04-22" "799"
"7784" "1996-04-23" "830"
"7785" "1996-04-24" "820"
"7786" "1996-04-25" "809"
"7787" "1996-04-26" "777"
"7788" "1996-04-27" "783"
"7789" "1996-04-28" "783"
"7790" "1996-04-29" "789"
"7791" "1996-04-30" "815"
"7792" "1996-05-01" "826"
"7793" "1996-05-02" "826"
"7794" "1996-05-03" "825"
"7795" "1996-05-04" "824"
"7796" "1996-05-05" "823"
"7797" "1996-05-06" "822"
"7798" "1996-05-07" "821"
"7799" "1996-05-08" "821"
"7800" "1996-05-09" "820"
"7801" "1996-05-10" "810"
"7802" "1996-05-11" "795"
"7803" "1996-05-12" "795"
"7804" "1996-05-13" "781"
"7805" "1996-05-14" "788"
"7806" "1996-05-15" "794"
"7807" "1996-05-16" "819"
"7808" "1996-05-17" "822"
"7809" "1996-05-18" "809"
"7810" "1996-05-19" "809"
"7811" "1996-05-20" "797"
"7812" "1996-05-21" "798"
"7813" "1996-05-22" "814"
"7814" "1996-05-23" "802"
"7815" "1996-05-24" "789"
"7816" "1996-05-25" "776"
"7817" "1996-05-26" "763"
"7818" "1996-05-27" "750"
"7819" "1996-05-28" "737"
"7820" "1996-05-29" "724"
"7821" "1996-05-30" "712"
"7822" "1996-05-31" "683"
"7823" "1996-06-01" "704"
"7824" "1996-06-02" "704"
"7825" "1996-06-03" "725"
"7826" "1996-06-04" "735"
"7827" "1996-06-05" "738"
"7828" "1996-06-06" "743"
"7829" "1996-06-07" "733"
"7830" "1996-06-08" "725"
"7831" "1996-06-09" "725"
"7832" "1996-06-10" "717"
"7833" "1996-06-11" "749"
"7834" "1996-06-12" "730"
"7835" "1996-06-13" "726"
"7836" "1996-06-14" "704"
"7837" "1996-06-15" "707"
"7838" "1996-06-16" "707"
"7839" "1996-06-17" "709"
"7840" "1996-06-18" "724"
"7841" "1996-06-19" "726"
"7842" "1996-06-20" "734"
"7843" "1996-06-21" "709"
"7844" "1996-06-22" "706"
"7845" "1996-06-23" "706"
"7846" "1996-06-24" "703"
"7847" "1996-06-25" "724"
"7848" "1996-06-26" "730"
"7849" "1996-06-27" "725"
"7850" "1996-06-28" "712"
"7851" "1996-06-29" "713"
"7852" "1996-06-30" "713"
"7853" "1996-07-01" "714"
"7854" "1996-07-02" "729"
"7855" "1996-07-03" "743"
"7856" "1996-07-04" "734"
"7857" "1996-07-05" "714"
"7858" "1996-07-06" "711"
"7859" "1996-07-07" "711"
"7860" "1996-07-08" "709"
"7861" "1996-07-09" "740"
"7862" "1996-07-10" "735"
"7863" "1996-07-11" "742"
"7864" "1996-07-12" "722"
"7865" "1996-07-13" "715"
"7866" "1996-07-14" "715"
"7867" "1996-07-15" "708"
"7868" "1996-07-16" "726"
"7869" "1996-07-17" "726"
"7870" "1996-07-18" "727"
"7871" "1996-07-19" "710"
"7872" "1996-07-20" "706"
"7873" "1996-07-21" "706"
"7874" "1996-07-22" "702"
"7875" "1996-07-23" "723"
"7876" "1996-07-24" "710"
"7877" "1996-07-25" "698"
"7878" "1996-07-26" "690"
"7879" "1996-07-27" "679"
"7880" "1996-07-28" "679"
"7881" "1996-07-29" "668"
"7882" "1996-07-30" "679"
"7883" "1996-07-31" "670"
"7884" "1996-08-01" "666"
"7885" "1996-08-02" "653"
"7886" "1996-08-03" "659"
"7887" "1996-08-04" "659"
"7888" "1996-08-05" "665"
"7889" "1996-08-06" "689"
"7890" "1996-08-07" "682"
"7891" "1996-08-08" "683"
"7892" "1996-08-09" "682"
"7893" "1996-08-10" "693"
"7894" "1996-08-11" "693"
"7895" "1996-08-12" "703"
"7896" "1996-08-13" "722"
"7897" "1996-08-14" "727"
"7898" "1996-08-15" "732"
"7899" "1996-08-16" "716"
"7900" "1996-08-17" "725"
"7901" "1996-08-18" "725"
"7902" "1996-08-19" "735"
"7903" "1996-08-20" "756"
"7904" "1996-08-21" "745"
"7905" "1996-08-22" "745"
"7906" "1996-08-23" "746"
"7907" "1996-08-24" "746"
"7908" "1996-08-25" "746"
"7909" "1996-08-26" "747"
"7910" "1996-08-27" "747"
"7911" "1996-08-28" "748"
"7912" "1996-08-29" "748"
"7913" "1996-08-30" "731"
"7914" "1996-08-31" "735"
"7915" "1996-09-01" "735"
"7916" "1996-09-02" "738"
"7917" "1996-09-03" "768"
"7918" "1996-09-04" "759"
"7919" "1996-09-05" "759"
"7920" "1996-09-06" "739"
"7921" "1996-09-07" "744"
"7922" "1996-09-08" "744"
"7923" "1996-09-09" "750"
"7924" "1996-09-10" "771"
"7925" "1996-09-11" "778"
"7926" "1996-09-12" "769"
"7927" "1996-09-13" "750"
"7928" "1996-09-14" "745"
"7929" "1996-09-15" "745"
"7930" "1996-09-16" "739"
"7931" "1996-09-17" "760"
"7932" "1996-09-18" "770"
"7933" "1996-09-19" "786"
"7934" "1996-09-20" "778"
"7935" "1996-09-21" "778"
"7936" "1996-09-22" "778"
"7937" "1996-09-23" "778"
"7938" "1996-09-24" "793"
"7939" "1996-09-25" "790"
"7940" "1996-09-26" "798"
"7941" "1996-09-27" "769"
"7942" "1996-09-28" "775"
"7943" "1996-09-29" "775"
"7944" "1996-09-30" "781"
"7945" "1996-10-01" "795"
"7946" "1996-10-02" "796"
"7947" "1996-10-03" "815"
"7948" "1996-10-04" "792"
"7949" "1996-10-05" "800"
"7950" "1996-10-06" "800"
"7951" "1996-10-07" "809"
"7952" "1996-10-08" "830"
"7953" "1996-10-09" "830"
"7954" "1996-10-10" "823"
"7955" "1996-10-11" "812"
"7956" "1996-10-12" "808"
"7957" "1996-10-13" "808"
"7958" "1996-10-14" "804"
"7959" "1996-10-15" "823"
"7960" "1996-10-16" "838"
"7961" "1996-10-17" "840"
"7962" "1996-10-18" "828"
"7963" "1996-10-19" "820"
"7964" "1996-10-20" "820"
"7965" "1996-10-21" "811"
"7966" "1996-10-22" "829"
"7967" "1996-10-23" "823"
"7968" "1996-10-24" "826"
"7969" "1996-10-25" "808"
"7970" "1996-10-26" "819"
"7971" "1996-10-27" "820"
"7972" "1996-10-28" "831"
"7973" "1996-10-29" "853"
"7974" "1996-10-30" "874"
"7975" "1996-10-31" "878"
"7976" "1996-11-01" "841"
"7977" "1996-11-02" "840"
"7978" "1996-11-03" "840"
"7979" "1996-11-04" "839"
"7980" "1996-11-05" "863"
"7981" "1996-11-06" "869"
"7982" "1996-11-07" "884"
"7983" "1996-11-08" "879"
"7984" "1996-11-09" "904"
"7985" "1996-11-10" "904"
"7986" "1996-11-11" "930"
"7987" "1996-11-12" "952"
"7988" "1996-11-13" "951"
"7989" "1996-11-14" "956"
"7990" "1996-11-15" "930"
"7991" "1996-11-16" "939"
"7992" "1996-11-17" "939"
"7993" "1996-11-18" "948"
"7994" "1996-11-19" "1002"
"7995" "1996-11-20" "989"
"7996" "1996-11-21" "990"
"7997" "1996-11-22" "987"
"7998" "1996-11-23" "976"
"7999" "1996-11-24" "976"
"8000" "1996-11-25" "966"
"8001" "1996-11-26" "981"
"8002" "1996-11-27" "998"
"8003" "1996-11-28" "1013"
"8004" "1996-11-29" "972"
"8005" "1996-11-30" "964"
"8006" "1996-12-01" "964"
"8007" "1996-12-02" "956"
"8008" "1996-12-03" "982"
"8009" "1996-12-04" "987"
"8010" "1996-12-05" "998"
"8011" "1996-12-06" "989"
"8012" "1996-12-07" "991"
"8013" "1996-12-08" "991"
"8014" "1996-12-09" "993"
"8015" "1996-12-10" "1023"
"8016" "1996-12-11" "1016"
"8017" "1996-12-12" "1021"
"8018" "1996-12-13" "994"
"8019" "1996-12-14" "983"
"8020" "1996-12-15" "983"
"8021" "1996-12-16" "973"
"8022" "1996-12-17" "992"
"8023" "1996-12-18" "976"
"8024" "1996-12-19" "972"
"8025" "1996-12-20" "948"
"8026" "1996-12-21" "928"
"8027" "1996-12-22" "934"
"8028" "1996-12-23" "941"
"8029" "1996-12-24" "948"
"8030" "1996-12-25" "954"
"8031" "1996-12-26" "961"
"8032" "1996-12-27" "968"
"8033" "1996-12-28" "975"
"8034" "1996-12-29" "981"
"8035" "1996-12-30" "988"
"8036" "1996-12-31" "995"
"8037" "1997-01-01" "1002"
"8038" "1997-01-02" "1008"
"8039" "1997-01-03" "1015"
"8040" "1997-01-04" "1022"
"8041" "1997-01-05" "1029"
"8042" "1997-01-06" "1035"
"8043" "1997-01-07" "1075"
"8044" "1997-01-08" "1089"
"8045" "1997-01-09" "1084"
"8046" "1997-01-10" "1059"
"8047" "1997-01-11" "1015"
"8048" "1997-01-12" "1015"
"8049" "1997-01-13" "971"
"8050" "1997-01-14" "994"
"8051" "1997-01-15" "1022"
"8052" "1997-01-16" "1017"
"8053" "1997-01-17" "992"
"8054" "1997-01-18" "987"
"8055" "1997-01-19" "987"
"8056" "1997-01-20" "983"
"8057" "1997-01-21" "1012"
"8058" "1997-01-22" "1026"
"8059" "1997-01-23" "1002"
"8060" "1997-01-24" "970"
"8061" "1997-01-25" "976"
"8062" "1997-01-26" "976"
"8063" "1997-01-27" "983"
"8064" "1997-01-28" "990"
"8065" "1997-01-29" "1006"
"8066" "1997-01-30" "1003"
"8067" "1997-01-31" "982"
"8068" "1997-02-01" "981"
"8069" "1997-02-02" "981"
"8070" "1997-02-03" "979"
"8071" "1997-02-04" "984"
"8072" "1997-02-05" "969"
"8073" "1997-02-06" "968"
"8074" "1997-02-07" "938"
"8075" "1997-02-08" "942"
"8076" "1997-02-09" "942"
"8077" "1997-02-10" "946"
"8078" "1997-02-11" "974"
"8079" "1997-02-12" "953"
"8080" "1997-02-13" "961"
"8081" "1997-02-14" "951"
"8082" "1997-02-15" "953"
"8083" "1997-02-16" "953"
"8084" "1997-02-17" "955"
"8085" "1997-02-18" "958"
"8086" "1997-02-19" "987"
"8087" "1997-02-20" "961"
"8088" "1997-02-21" "919"
"8089" "1997-02-22" "926"
"8090" "1997-02-23" "926"
"8091" "1997-02-24" "934"
"8092" "1997-02-25" "942"
"8093" "1997-02-26" "948"
"8094" "1997-02-27" "955"
"8095" "1997-02-28" "911"
"8096" "1997-03-01" "914"
"8097" "1997-03-02" "914"
"8098" "1997-03-03" "916"
"8099" "1997-03-04" "952"
"8100" "1997-03-05" "928"
"8101" "1997-03-06" "912"
"8102" "1997-03-07" "901"
"8103" "1997-03-08" "894"
"8104" "1997-03-09" "894"
"8105" "1997-03-10" "886"
"8106" "1997-03-11" "887"
"8107" "1997-03-12" "880"
"8108" "1997-03-13" "881"
"8109" "1997-03-14" "862"
"8110" "1997-03-15" "856"
"8111" "1997-03-16" "856"
"8112" "1997-03-17" "850"
"8113" "1997-03-18" "883"
"8114" "1997-03-19" "881"
"8115" "1997-03-20" "886"
"8116" "1997-03-21" "852"
"8117" "1997-03-22" "863"
"8118" "1997-03-23" "863"
"8119" "1997-03-24" "873"
"8120" "1997-03-25" "868"
"8121" "1997-03-26" "862"
"8122" "1997-03-27" "857"
"8123" "1997-03-28" "851"
"8124" "1997-03-29" "846"
"8125" "1997-03-30" "840"
"8126" "1997-03-31" "835"
"8127" "1997-04-01" "819"
"8128" "1997-04-02" "814"
"8129" "1997-04-03" "808"
"8130" "1997-04-04" "805"
"8131" "1997-04-05" "806"
"8132" "1997-04-06" "805"
"8133" "1997-04-07" "806"
"8134" "1997-04-08" "818"
"8135" "1997-04-09" "808"
"8136" "1997-04-10" "801"
"8137" "1997-04-11" "789"
"8138" "1997-04-12" "795"
"8139" "1997-04-13" "795"
"8140" "1997-04-14" "801"
"8141" "1997-04-15" "809"
"8142" "1997-04-16" "809"
"8143" "1997-04-17" "821"
"8144" "1997-04-18" "807"
"8145" "1997-04-19" "819"
"8146" "1997-04-20" "818"
"8147" "1997-04-21" "830"
"8148" "1997-04-22" "833"
"8149" "1997-04-23" "828"
"8150" "1997-04-24" "825"
"8151" "1997-04-25" "827"
"8152" "1997-04-26" "814"
"8153" "1997-04-27" "814"
"8154" "1997-04-28" "801"
"8155" "1997-04-29" "808"
"8156" "1997-04-30" "793"
"8157" "1997-05-01" "797"
"8158" "1997-05-02" "801"
"8159" "1997-05-03" "805"
"8160" "1997-05-04" "808"
"8161" "1997-05-05" "812"
"8162" "1997-05-06" "816"
"8163" "1997-05-07" "820"
"8164" "1997-05-08" "824"
"8165" "1997-05-09" "791"
"8166" "1997-05-10" "786"
"8167" "1997-05-11" "786"
"8168" "1997-05-12" "780"
"8169" "1997-05-13" "788"
"8170" "1997-05-14" "778"
"8171" "1997-05-15" "769"
"8172" "1997-05-16" "762"
"8173" "1997-05-17" "757"
"8174" "1997-05-18" "757"
"8175" "1997-05-19" "752"
"8176" "1997-05-20" "768"
"8177" "1997-05-21" "780"
"8178" "1997-05-22" "768"
"8179" "1997-05-23" "756"
"8180" "1997-05-24" "743"
"8181" "1997-05-25" "731"
"8182" "1997-05-26" "719"
"8183" "1997-05-27" "707"
"8184" "1997-05-28" "694"
"8185" "1997-05-29" "682"
"8186" "1997-05-30" "672"
"8187" "1997-05-31" "691"
"8188" "1997-06-01" "691"
"8189" "1997-06-02" "711"
"8190" "1997-06-03" "730"
"8191" "1997-06-04" "734"
"8192" "1997-06-05" "740"
"8193" "1997-06-06" "726"
"8194" "1997-06-07" "720"
"8195" "1997-06-08" "720"
"8196" "1997-06-09" "714"
"8197" "1997-06-10" "742"
"8198" "1997-06-11" "760"
"8199" "1997-06-12" "751"
"8200" "1997-06-13" "731"
"8201" "1997-06-14" "726"
"8202" "1997-06-15" "726"
"8203" "1997-06-16" "721"
"8204" "1997-06-17" "735"
"8205" "1997-06-18" "740"
"8206" "1997-06-19" "749"
"8207" "1997-06-20" "732"
"8208" "1997-06-21" "733"
"8209" "1997-06-22" "733"
"8210" "1997-06-23" "734"
"8211" "1997-06-24" "739"
"8212" "1997-06-25" "765"
"8213" "1997-06-26" "780"
"8214" "1997-06-27" "765"
"8215" "1997-06-28" "757"
"8216" "1997-06-29" "757"
"8217" "1997-06-30" "749"
"8218" "1997-07-01" "756"
"8219" "1997-07-02" "752"
"8220" "1997-07-03" "753"
"8221" "1997-07-04" "724"
"8222" "1997-07-05" "721"
"8223" "1997-07-06" "721"
"8224" "1997-07-07" "718"
"8225" "1997-07-08" "741"
"8226" "1997-07-09" "739"
"8227" "1997-07-10" "732"
"8228" "1997-07-11" "714"
"8229" "1997-07-12" "716"
"8230" "1997-07-13" "716"
"8231" "1997-07-14" "719"
"8232" "1997-07-15" "743"
"8233" "1997-07-16" "743"
"8234" "1997-07-17" "747"
"8235" "1997-07-18" "718"
"8236" "1997-07-19" "715"
"8237" "1997-07-20" "715"
"8238" "1997-07-21" "712"
"8239" "1997-07-22" "730"
"8240" "1997-07-23" "735"
"8241" "1997-07-24" "737"
"8242" "1997-07-25" "698"
"8243" "1997-07-26" "681"
"8244" "1997-07-27" "681"
"8245" "1997-07-28" "664"
"8246" "1997-07-29" "682"
"8247" "1997-07-30" "680"
"8248" "1997-07-31" "679"
"8249" "1997-08-01" "670"
"8250" "1997-08-02" "667"
"8251" "1997-08-03" "667"
"8252" "1997-08-04" "663"
"8253" "1997-08-05" "675"
"8254" "1997-08-06" "692"
"8255" "1997-08-07" "691"
"8256" "1997-08-08" "686"
"8257" "1997-08-09" "704"
"8258" "1997-08-10" "704"
"8259" "1997-08-11" "722"
"8260" "1997-08-12" "740"
"8261" "1997-08-13" "748"
"8262" "1997-08-14" "734"
"8263" "1997-08-15" "722"
"8264" "1997-08-16" "731"
"8265" "1997-08-17" "731"
"8266" "1997-08-18" "741"
"8267" "1997-08-19" "762"
"8268" "1997-08-20" "762"
"8269" "1997-08-21" "760"
"8270" "1997-08-22" "758"
"8271" "1997-08-23" "756"
"8272" "1997-08-24" "754"
"8273" "1997-08-25" "752"
"8274" "1997-08-26" "750"
"8275" "1997-08-27" "748"
"8276" "1997-08-28" "746"
"8277" "1997-08-29" "726"
"8278" "1997-08-30" "732"
"8279" "1997-08-31" "732"
"8280" "1997-09-01" "737"
"8281" "1997-09-02" "753"
"8282" "1997-09-03" "774"
"8283" "1997-09-04" "760"
"8284" "1997-09-05" "740"
"8285" "1997-09-06" "743"
"8286" "1997-09-07" "743"
"8287" "1997-09-08" "746"
"8288" "1997-09-09" "761"
"8289" "1997-09-10" "764"
"8290" "1997-09-11" "769"
"8291" "1997-09-12" "751"
"8292" "1997-09-13" "754"
"8293" "1997-09-14" "754"
"8294" "1997-09-15" "757"
"8295" "1997-09-16" "774"
"8296" "1997-09-17" "771"
"8297" "1997-09-18" "783"
"8298" "1997-09-19" "776"
"8299" "1997-09-20" "764"
"8300" "1997-09-21" "764"
"8301" "1997-09-22" "752"
"8302" "1997-09-23" "771"
"8303" "1997-09-24" "778"
"8304" "1997-09-25" "781"
"8305" "1997-09-26" "768"
"8306" "1997-09-27" "773"
"8307" "1997-09-28" "773"
"8308" "1997-09-29" "778"
"8309" "1997-09-30" "802"
"8310" "1997-10-01" "796"
"8311" "1997-10-02" "784"
"8312" "1997-10-03" "770"
"8313" "1997-10-04" "780"
"8314" "1997-10-05" "780"
"8315" "1997-10-06" "789"
"8316" "1997-10-07" "806"
"8317" "1997-10-08" "827"
"8318" "1997-10-09" "819"
"8319" "1997-10-10" "789"
"8320" "1997-10-11" "809"
"8321" "1997-10-12" "809"
"8322" "1997-10-13" "830"
"8323" "1997-10-14" "883"
"8324" "1997-10-15" "874"
"8325" "1997-10-16" "866"
"8326" "1997-10-17" "823"
"8327" "1997-10-18" "829"
"8328" "1997-10-19" "829"
"8329" "1997-10-20" "834"
"8330" "1997-10-21" "845"
"8331" "1997-10-22" "865"
"8332" "1997-10-23" "872"
"8333" "1997-10-24" "855"
"8334" "1997-10-25" "866"
"8335" "1997-10-26" "866"
"8336" "1997-10-27" "877"
"8337" "1997-10-28" "907"
"8338" "1997-10-29" "921"
"8339" "1997-10-30" "932"
"8340" "1997-10-31" "897"
"8341" "1997-11-01" "900"
"8342" "1997-11-02" "900"
"8343" "1997-11-03" "903"
"8344" "1997-11-04" "924"
"8345" "1997-11-05" "900"
"8346" "1997-11-06" "895"
"8347" "1997-11-07" "879"
"8348" "1997-11-08" "893"
"8349" "1997-11-09" "893"
"8350" "1997-11-10" "907"
"8351" "1997-11-11" "918"
"8352" "1997-11-12" "927"
"8353" "1997-11-13" "940"
"8354" "1997-11-14" "932"
"8355" "1997-11-15" "911"
"8356" "1997-11-16" "911"
"8357" "1997-11-17" "890"
"8358" "1997-11-18" "915"
"8359" "1997-11-19" "914"
"8360" "1997-11-20" "919"
"8361" "1997-11-21" "904"
"8362" "1997-11-22" "921"
"8363" "1997-11-23" "921"
"8364" "1997-11-24" "937"
"8365" "1997-11-25" "958"
"8366" "1997-11-26" "947"
"8367" "1997-11-27" "940"
"8368" "1997-11-28" "921"
"8369" "1997-11-29" "942"
"8370" "1997-11-30" "942"
"8371" "1997-12-01" "962"
"8372" "1997-12-02" "1004"
"8373" "1997-12-03" "1021"
"8374" "1997-12-04" "1012"
"8375" "1997-12-05" "992"
"8376" "1997-12-06" "968"
"8377" "1997-12-07" "968"
"8378" "1997-12-08" "944"
"8379" "1997-12-09" "962"
"8380" "1997-12-10" "947"
"8381" "1997-12-11" "942"
"8382" "1997-12-12" "944"
"8383" "1997-12-13" "964"
"8384" "1997-12-14" "964"
"8385" "1997-12-15" "983"
"8386" "1997-12-16" "1035"
"8387" "1997-12-17" "1067"
"8388" "1997-12-18" "1022"
"8389" "1997-12-19" "958"
"8390" "1997-12-20" "950"
"8391" "1997-12-21" "950"
"8392" "1997-12-22" "951"
"8393" "1997-12-23" "953"
"8394" "1997-12-24" "954"
"8395" "1997-12-25" "955"
"8396" "1997-12-26" "956"
"8397" "1997-12-27" "957"
"8398" "1997-12-28" "958"
"8399" "1997-12-29" "959"
"8400" "1997-12-30" "961"
"8401" "1997-12-31" "962"
"8402" "1998-01-01" "963"
"8403" "1998-01-02" "964"
"8404" "1998-01-03" "965"
"8405" "1998-01-04" "966"
"8406" "1998-01-05" "968"
"8407" "1998-01-06" "999"
"8408" "1998-01-07" "982"
"8409" "1998-01-08" "983"
"8410" "1998-01-09" "921"
"8411" "1998-01-10" "924"
"8412" "1998-01-11" "924"
"8413" "1998-01-12" "928"
"8414" "1998-01-13" "949"
"8415" "1998-01-14" "950"
"8416" "1998-01-15" "952"
"8417" "1998-01-16" "937"
"8418" "1998-01-17" "955"
"8419" "1998-01-18" "955"
"8420" "1998-01-19" "972"
"8421" "1998-01-20" "1010"
"8422" "1998-01-21" "1012"
"8423" "1998-01-22" "1004"
"8424" "1998-01-23" "995"
"8425" "1998-01-24" "998"
"8426" "1998-01-25" "998"
"8427" "1998-01-26" "1001"
"8428" "1998-01-27" "1017"
"8429" "1998-01-28" "1013"
"8430" "1998-01-29" "1005"
"8431" "1998-01-30" "972"
"8432" "1998-01-31" "980"
"8433" "1998-02-01" "980"
"8434" "1998-02-02" "989"
"8435" "1998-02-03" "1001"
"8436" "1998-02-04" "995"
"8437" "1998-02-05" "980"
"8438" "1998-02-06" "950"
"8439" "1998-02-07" "944"
"8440" "1998-02-08" "944"
"8441" "1998-02-09" "937"
"8442" "1998-02-10" "941"
"8443" "1998-02-11" "928"
"8444" "1998-02-12" "917"
"8445" "1998-02-13" "877"
"8446" "1998-02-14" "881"
"8447" "1998-02-15" "881"
"8448" "1998-02-16" "886"
"8449" "1998-02-17" "901"
"8450" "1998-02-18" "906"
"8451" "1998-02-19" "912"
"8452" "1998-02-20" "875"
"8453" "1998-02-21" "894"
"8454" "1998-02-22" "894"
"8455" "1998-02-23" "913"
"8456" "1998-02-24" "912"
"8457" "1998-02-25" "909"
"8458" "1998-02-26" "924"
"8459" "1998-02-27" "908"
"8460" "1998-02-28" "917"
"8461" "1998-03-01" "917"
"8462" "1998-03-02" "926"
"8463" "1998-03-03" "941"
"8464" "1998-03-04" "919"
"8465" "1998-03-05" "930"
"8466" "1998-03-06" "929"
"8467" "1998-03-07" "921"
"8468" "1998-03-08" "921"
"8469" "1998-03-09" "913"
"8470" "1998-03-10" "959"
"8471" "1998-03-11" "944"
"8472" "1998-03-12" "951"
"8473" "1998-03-13" "912"
"8474" "1998-03-14" "901"
"8475" "1998-03-15" "901"
"8476" "1998-03-16" "889"
"8477" "1998-03-17" "901"
"8478" "1998-03-18" "886"
"8479" "1998-03-19" "880"
"8480" "1998-03-20" "869"
"8481" "1998-03-21" "880"
"8482" "1998-03-22" "880"
"8483" "1998-03-23" "890"
"8484" "1998-03-24" "921"
"8485" "1998-03-25" "928"
"8486" "1998-03-26" "914"
"8487" "1998-03-27" "865"
